,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,141064064,57914,2022-04-17 23:52:23,2022-04-18 00:00:54,Szczęśliwa (Sky Tower),Szewska / Kazimierza Wielkiego ,9
1,141064186,57924,2022-04-17 23:57:55,2022-04-18 00:01:24,Lotnicza / Na Ostatnim Groszu,Lotnicza / Bajana,4
2,141064215,650296,2022-04-17 23:59:32,2022-04-18 00:04:00,Plac Kościuszki (Renoma),Dworzec Główny ,5
3,141064135,57097,2022-04-17 23:55:37,2022-04-18 00:05:57,Drobnera / Dubois,Drobnera / Dubois,11
4,140850159,650598,2022-04-14 17:23:58,2022-04-18 00:06:13,Kamienna / Tomaszowska,Reymonta / Kleczkowska,4723
5,141064141,651119,2022-04-17 23:55:54,2022-04-18 00:06:35,Drobnera / Dubois,Drobnera / Dubois,11
6,141063962,650333,2022-04-17 23:48:06,2022-04-18 00:06:50,Poza stacją,Jagodzińska / Buforowa,19
7,141064198,650977,2022-04-17 23:58:32,2022-04-18 00:09:34,Szewska / Kazimierza Wielkiego ,Poza stacją,12
8,141064371,651071,2022-04-18 00:07:09,2022-04-18 00:10:21,Powstańców Śląskich/Orla,Gajowicka,4
9,141064317,651494,2022-04-18 00:04:23,2022-04-18 00:11:39,Poza stacją,Zwycięska / Agrestowa,8
10,141063514,650447,2022-04-17 23:29:08,2022-04-18 00:12:19,Poza stacją,Strzegomska / Rogowska ,44
11,141063375,651157,2022-04-17 23:24:35,2022-04-18 00:13:39,Wilanowska,Zatorska / Królewska - pętla MPK,50
12,141063326,57523,2022-04-17 23:21:59,2022-04-18 00:13:49,Wilanowska,Zatorska / Królewska - pętla MPK,52
13,141064016,57172,2022-04-17 23:49:57,2022-04-18 00:13:50,Plac Jana Pawła II (Akademia Muzyczna),Aleja Kromera,24
14,141064516,57884,2022-04-18 00:14:01,2022-04-18 00:14:26,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),1
15,141064527,650677,2022-04-18 00:14:32,2022-04-18 00:15:03,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),1
16,141064428,57656,2022-04-18 00:10:24,2022-04-18 00:16:26,Ślężna / Aleja Wiśniowa,Dyrekcyjna / Borowska (Wroclavia),7
17,141064456,650246,2022-04-18 00:11:45,2022-04-18 00:16:37,Okulickiego,Zatorska / Królewska - pętla MPK,5
18,141064426,650977,2022-04-18 00:10:08,2022-04-18 00:16:56,Poza stacją,al. Armii Krajowej / Borowska,7
19,141064342,650306,2022-04-18 00:05:33,2022-04-18 00:18:50,Poza stacją,Poza stacją,14
20,141064462,650016,2022-04-18 00:11:54,2022-04-18 00:18:50,Okulickiego,Zatorska / Królewska - pętla MPK,7
21,141064255,650586,2022-04-18 00:01:16,2022-04-18 00:19:01,Poza stacją,Grota-Roweckiego / Parafialna,18
22,141064380,57269,2022-04-18 00:07:37,2022-04-18 00:19:16,Lotnicza / Bajana,Kozanowska/Pałucka,12
23,141063260,650059,2022-04-17 23:19:14,2022-04-18 00:20:44,Poza stacją,Poza stacją,62
24,141064461,650627,2022-04-18 00:11:52,2022-04-18 00:20:47,Zwycięska / Agrestowa,Ślężna / pętla tramwajowa,9
25,141064261,57747,2022-04-18 00:01:30,2022-04-18 00:21:29,Plac Powstańców Śląskich,Grabiszyńska / Stalowa,20
26,141064459,650497,2022-04-18 00:11:49,2022-04-18 00:23:52,Wróblewskiego (Teki),Wyszyńskiego / Szczytnicka,13
27,141064457,650274,2022-04-18 00:11:45,2022-04-18 00:23:55,Wróblewskiego (Teki),Wyszyńskiego / Szczytnicka,13
28,141064520,651252,2022-04-18 00:14:12,2022-04-18 00:24:50,Plac Dominikański (Galeria Dominikańska),Traugutta / Kościuszki,11
29,141064544,57496,2022-04-18 00:15:25,2022-04-18 00:26:09,Plac Uniwersytecki (UWr),Rondo Reagana,11
30,141064533,57556,2022-04-18 00:14:53,2022-04-18 00:26:31,Plac Uniwersytecki (UWr),Rondo Reagana,12
31,141063819,651087,2022-04-17 23:42:33,2022-04-18 00:28:23,Bezpieczna/Jugosławiańska,Dyrekcyjna / Borowska (Wroclavia),46
32,141064604,57808,2022-04-18 00:18:33,2022-04-18 00:31:57,Gazowa / Międzyleska,Jagodzińska / Buforowa,14
