,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,136363614,650926,2022-01-28 00:03:31,2022-01-28 00:12:07,Plac Dominikański (Galeria Dominikańska),Kościuszki / Pułaskiego,9
1,136363686,57025,2022-01-28 00:10:02,2022-01-28 00:16:46,Świeradowska (Ferio Gaj ),al. Armii Krajowej / Bardzka,7
2,136363623,57269,2022-01-28 00:04:21,2022-01-28 00:17:55,pl. Orląt Lwowskich,Zaporoska / Gajowicka,14
3,136363332,57426,2022-01-27 23:40:00,2022-01-28 00:21:31,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),42
4,136363733,650792,2022-01-28 00:14:39,2022-01-28 00:24:35,Olszewskiego / Spółdzielcza,Stadion Olimpijski,10
5,136363729,57112,2022-01-28 00:14:23,2022-01-28 00:24:50,Lotnicza / Na Ostatnim Groszu,Strzegomska / Estońska,11
6,136363801,651145,2022-01-28 00:21:26,2022-01-28 00:30:10,Mickiewicza / pętla tramwajowa,Miłoszycka / Swojczycka ,9
7,136281672,651142,2022-01-26 07:10:59,2022-01-28 00:30:23,Promenady Wrocławskie,Żmigrodzka / Marino,2480
8,136363872,57672,2022-01-28 00:30:11,2022-01-28 00:34:15,Zaporoska / Wielka / Krucza,"Grochowa / Jemiołowa,",5
9,136363969,651062,2022-01-28 00:39:18,2022-01-28 00:41:34,Żeromskiego / Kluczborska,Żeromskiego / Daszyńskiego,3
10,136363953,651013,2022-01-28 00:37:43,2022-01-28 00:43:26,Powstańców Śląskich/Orla,Powstańcow Śląskich / Aleja Hallera,6
11,136363900,57522,2022-01-28 00:32:23,2022-01-28 00:43:36,Plac Jana Pawła II (Akademia Muzyczna),pl. Powstańców Wielkopolskich,12
12,136363996,57211,2022-01-28 00:43:44,2022-01-28 00:44:26,Powstańcow Śląskich / Aleja Hallera,Powstańcow Śląskich / Aleja Hallera,1
13,136364004,651473,2022-01-28 00:44:44,2022-01-28 00:45:12,Piaskowa / św. Ducha,Piaskowa / św. Ducha,1
14,136363837,57133,2022-01-28 00:26:08,2022-01-28 00:50:23,Bacciarellego / pętla autobusowa,Bacciarellego / pętla autobusowa,25
