,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,137296185,650629,2022-02-18 23:28:14,2022-02-19 00:00:24,Grabiszyńska / Aleja Hallera,"Grochowa / Jemiołowa,",33
1,137296477,651552,2022-02-18 23:46:53,2022-02-19 00:00:33,Świeradowska (Ferio Gaj ),Kamienna / Borowska (Aquapark),14
2,137296531,650952,2022-02-18 23:50:38,2022-02-19 00:00:44,Na Ostatnim Groszu,Bystrzycka / Idzikowskiego,11
3,137296565,650729,2022-02-18 23:52:50,2022-02-19 00:05:52,Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Wejherowska,14
4,137296444,650493,2022-02-18 23:44:02,2022-02-19 00:05:57,Świeradowska (Ferio Gaj ),Konduktorska,22
5,137296448,651014,2022-02-18 23:44:17,2022-02-19 00:06:24,Świeradowska (Ferio Gaj ),Konduktorska,23
6,137296660,650481,2022-02-18 23:58:32,2022-02-19 00:07:50,Rynek,Kazimierza Wielkiego (Helios),10
7,137296800,57226,2022-02-19 00:07:47,2022-02-19 00:08:23,Kołłątaja / Podwale,Kołłątaja / Podwale,1
8,137296851,650481,2022-02-19 00:10:35,2022-02-19 00:10:50,Kazimierza Wielkiego (Helios),Kazimierza Wielkiego (Helios),1
9,137296724,57934,2022-02-19 00:02:55,2022-02-19 00:12:23,Plac Uniwersytecki (UWr),Poza stacją,10
10,137296838,57740,2022-02-19 00:09:48,2022-02-19 00:12:44,Drobnera / Dubois,Drobnera / Plac Bema,3
11,137296604,57348,2022-02-18 23:55:11,2022-02-19 00:14:31,Kołłątaja / Podwale,Plac Staszica,20
12,137296820,650390,2022-02-19 00:08:43,2022-02-19 00:16:27,Plac Jana Pawła II (Akademia Muzyczna),Świdnicka / Piłsudskiego (Hotel Scandic),8
13,137296902,650082,2022-02-19 00:13:54,2022-02-19 00:20:10,Oporów (pętla tramwajowa),Grabiszyńska / Aleja Hallera,7
14,137297087,650940,2022-02-19 00:24:09,2022-02-19 00:24:40,Lotnicza / Na Ostatnim Groszu,Lotnicza / Na Ostatnim Groszu,1
15,137296836,650805,2022-02-19 00:09:38,2022-02-19 00:27:22,Kamieńskiego,Reymonta / Kleczkowska,18
16,137296981,57770,2022-02-19 00:19:06,2022-02-19 00:29:14,Żelazna / Pereca,Plac Dominikański (Galeria Dominikańska),11
17,137297073,57556,2022-02-19 00:23:18,2022-02-19 00:31:49,Lotnicza / Na Ostatnim Groszu,Pilczycka / Kozanowska,9
18,137296799,57131,2022-02-19 00:07:47,2022-02-19 00:32:43,Plac Legionów,Oporów (pętla tramwajowa),25
19,137297141,57836,2022-02-19 00:26:40,2022-02-19 00:34:47,Plac Uniwersytecki (UWr),Drobnera / Plac Bema,9
20,137297190,57322,2022-02-19 00:29:18,2022-02-19 00:37:15,Kościuszki / Pułaskiego,Krakowska / Leroy Merlin,8
21,137297024,651312,2022-02-19 00:21:08,2022-02-19 00:38:48,Powstańców Śląskich/Orla,Tarnogajska / Klimasa,18
22,137297343,651552,2022-02-19 00:36:46,2022-02-19 00:39:23,Kamienna / Borowska (Aquapark),Ślężna / Kamienna (Uniw. Ekonomiczny),3
23,137297258,650290,2022-02-19 00:32:34,2022-02-19 00:40:35,Lotnicza / Metalowców,Lotnicza / Na Ostatnim Groszu,9
24,137297160,651494,2022-02-19 00:27:52,2022-02-19 00:41:00,Reymonta / Kleczkowska,Sienkiewicza / Wyszyńskiego,14
25,137297082,650481,2022-02-19 00:23:50,2022-02-19 00:41:36,Kazimierza Wielkiego (Helios),al. Armii Krajowej / Bardzka,18
26,137297212,57725,2022-02-19 00:30:46,2022-02-19 00:44:21,Drzewieckiego / Dedala,Drzewieckiego / Dedala,14
27,137297416,651348,2022-02-19 00:40:25,2022-02-19 00:45:43,Dyrekcyjna / Borowska (Wroclavia),Świdnicka / Piłsudskiego (Hotel Scandic),6
