,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,136883416,57509,2022-02-09 23:54:03,2022-02-10 00:01:06,Drobnera / Plac Bema,Promenady Wrocławskie,8
1,136883433,651253,2022-02-09 23:54:58,2022-02-10 00:04:14,Kołłątaja / Podwale,Plac Powstańców Śląskich,10
2,136883520,57768,2022-02-10 00:00:16,2022-02-10 00:05:54,Plac Dominikański (Galeria Dominikańska),Poniatowskiego / Oleśnicka,6
3,136882640,650714,2022-02-09 23:09:32,2022-02-10 00:06:05,Plac Powstańców Śląskich,Aleja Hallera / Mielecka,57
4,136883411,57988,2022-02-09 23:53:44,2022-02-10 00:10:53,Dworzec Główny ,Zwycięska / Ołtaszyńska,18
5,136883451,57795,2022-02-09 23:56:32,2022-02-10 00:11:31,Powstańców Śląskich (Arkady Wrocławskie),Borowska (Uniw. Szpital Kliniczny),15
6,136883598,57154,2022-02-10 00:06:17,2022-02-10 00:12:52,Plac Dominikański (Galeria Dominikańska),Nowowiejska / Jedności Narodowej,7
7,136883711,57893,2022-02-10 00:13:34,2022-02-10 00:14:07,Klecińska / Duńska,Klecińska / Duńska,1
8,136883709,650501,2022-02-10 00:13:25,2022-02-10 00:15:30,Wałbrzyska - pętla tramwajowa,Przyjaźni,3
9,136883670,57442,2022-02-10 00:10:40,2022-02-10 00:16:15,Krzycka / Aleja Karkonoska (Park Południowy),Przyjaźni,6
10,136883627,57766,2022-02-10 00:08:28,2022-02-10 00:17:52,Aleja Hallera / Mielecka,Żelazna / Pereca,10
11,136883545,57390,2022-02-10 00:02:13,2022-02-10 00:18:56,Rogowska / Zemska,"Kosmonautów / Fieldorfa, szpital wojewódzki",17
12,136883608,57386,2022-02-10 00:06:52,2022-02-10 00:21:18,Świeradowska (Ferio Gaj ),Komandorska / Sanocka,15
13,136883714,650714,2022-02-10 00:14:04,2022-02-10 00:26:29,Aleja Hallera / Mielecka,Borowska (Uniw. Szpital Kliniczny),13
14,136882968,57171,2022-02-09 23:25:38,2022-02-10 00:27:24,Grota-Roweckiego / Parafialna,Grota-Roweckiego / Parafialna,62
15,136882963,57968,2022-02-09 23:25:26,2022-02-10 00:27:30,Grota-Roweckiego / Parafialna,Grota-Roweckiego / Parafialna,63
16,136883682,650603,2022-02-10 00:11:55,2022-02-10 00:32:09,Kościuszki / Komuny Paryskiej / Zgodna,Plac Świętego Macieja / Trzebnicka,21
17,136883755,650792,2022-02-10 00:18:29,2022-02-10 00:32:50,Poniatowskiego / Oleśnicka,Ślężna / Kamienna (Uniw. Ekonomiczny),15
18,136883879,650290,2022-02-10 00:28:40,2022-02-10 00:34:07,Koszarowa / UWr,Koszarowa / UWr,6
19,136883915,650573,2022-02-10 00:31:52,2022-02-10 00:36:05,Plac Uniwersytecki (UWr),Kurkowa / Dubois,5
20,136883944,650792,2022-02-10 00:33:11,2022-02-10 00:36:31,Ślężna / Kamienna (Uniw. Ekonomiczny),Ślężna / Aleja Wiśniowa,4
21,136883973,57537,2022-02-10 00:35:28,2022-02-10 00:39:34,Na Ostatnim Groszu,Legnicka / Wejherowska,5
22,136883893,650087,2022-02-10 00:30:16,2022-02-10 00:45:28,Walońska (Angel Poland Group),Rakowiecka,16
23,136883999,650320,2022-02-10 00:38:05,2022-02-10 00:45:54,Na Grobli (PWr - Geocentrum),Rakowiecka,8
24,136883884,650464,2022-02-10 00:29:17,2022-02-10 00:48:50,pl. Orląt Lwowskich,Graniczna / Strzegomska,20
25,136883963,650654,2022-02-10 00:34:26,2022-02-10 00:49:04,Kołłątaja / Podwale,Ślężna / Skierniewicka,15
26,136884018,650312,2022-02-10 00:39:52,2022-02-10 00:49:19,al. Armii Krajowej / Borowska,Zaporoska / Wielka / Krucza,10
27,136884021,650204,2022-02-10 00:40:13,2022-02-10 00:49:28,Plac Dominikański (Galeria Dominikańska),Walońska (Angel Poland Group),10
28,136884109,651258,2022-02-10 00:49:16,2022-02-10 00:49:49,Ślężna / Skierniewicka,Ślężna / Skierniewicka,1
29,136884068,650361,2022-02-10 00:45:11,2022-02-10 00:50:59,Legnicka / Wejherowska,Legnicka / Zachodnia ,6
30,136884012,57200,2022-02-10 00:39:10,2022-02-10 00:52:12,Kazimierza Wielkiego (Helios),Nowowiejska / Górnickiego,14
31,136884024,650536,2022-02-10 00:40:49,2022-02-10 00:52:54,Hubska / Prudnicka,Tarnogajska / Klimasa,13
32,136883970,650290,2022-02-10 00:35:12,2022-02-10 00:55:27,Koszarowa / UWr,Promenady Wrocławskie,21
33,136884142,651071,2022-02-10 00:51:57,2022-02-10 01:00:24,Aleja Hallera / Mielecka,Ślężna / Aleja Wiśniowa,9
34,136884123,650531,2022-02-10 00:50:14,2022-02-10 01:01:04,Jedności Narodowej / Wyszyńskiego,al. Brücknera / Kwidzyńska,11
35,136884181,650455,2022-02-10 00:56:29,2022-02-10 01:02:01,Świeradowska (Ferio Gaj ),al. Armii Krajowej / Bardzka,6
36,136884031,651212,2022-02-10 00:41:33,2022-02-10 01:04:21,Kościuszki / Pułaskiego,Żeromskiego / Kluczborska,23
37,136884269,651151,2022-02-10 01:03:21,2022-02-10 01:14:11,Pereca / Grabiszyńska,Dworzec Główny ,11
38,136884329,57422,2022-02-10 01:09:21,2022-02-10 01:20:53,Aleja Kromera,Obornicka / Bałtycka,12
39,136884387,650464,2022-02-10 01:16:56,2022-02-10 01:22:40,Graniczna / Strzegomska,Poza stacją,6
40,136884426,650962,2022-02-10 01:20:38,2022-02-10 01:28:53,Wyszyńskiego / Szczytnicka,Wita Stwosza / Szewska,9
41,136884358,57581,2022-02-10 01:12:51,2022-02-10 01:30:55,Hubska / Prudnicka,Grabiszyńska / Stalowa,19
42,136884452,650989,2022-02-10 01:23:47,2022-02-10 01:33:09,Rynek,Dworzec Główny ,10
43,136884400,650527,2022-02-10 01:18:11,2022-02-10 01:34:56,Rynek,Poza stacją,17
44,136884428,651224,2022-02-10 01:21:12,2022-02-10 01:36:14,Traugutta / Kościuszki,Zaporoska / Grabiszyńska,16
45,136884479,57960,2022-02-10 01:28:13,2022-02-10 01:38:00,"Paprotna / Obornicka, zajezdnia MPK",Kamieńskiego / Jutrosińska,10
46,136884520,651504,2022-02-10 01:35:15,2022-02-10 01:41:06,Drobnera / Plac Bema,Wita Stwosza / Szewska,6
47,136884582,57567,2022-02-10 01:41:50,2022-02-10 01:46:59,Kościuszki / Komuny Paryskiej / Zgodna,Gliniana / Gajowa,6
48,136884590,57846,2022-02-10 01:43:41,2022-02-10 01:51:08,Wojanowska / Arbuzowa ,Stabłowicka / Główna ,8
49,136884646,651504,2022-02-10 01:51:54,2022-02-10 01:56:43,Wita Stwosza / Szewska,Poza stacją,5
50,136884644,650012,2022-02-10 01:51:39,2022-02-10 01:58:26,Plac Powstańców Śląskich,Zaporoska / Grabiszyńska,7
51,136884652,57334,2022-02-10 01:52:28,2022-02-10 02:02:50,Hallera / Odkrywców,Oporów (pętla tramwajowa),11
52,136884715,57330,2022-02-10 02:03:00,2022-02-10 02:07:12,Oporów (pętla tramwajowa),Solskiego / al. Piastów,5
53,136884735,650989,2022-02-10 02:06:42,2022-02-10 02:12:20,Dworzec Główny ,Gliniana / Gajowa,6
54,136884710,651205,2022-02-10 02:02:05,2022-02-10 02:12:36,Wita Stwosza / Szewska,Dworzec Główny ,11
55,136884504,57200,2022-02-10 01:32:35,2022-02-10 02:16:53,Nowowiejska / Górnickiego,Oporów (pętla tramwajowa),45
56,136884739,650350,2022-02-10 02:08:00,2022-02-10 02:17:05,Nyska / Jesionowa,Dworzec Główny ,10
57,136884799,57751,2022-02-10 02:16:34,2022-02-10 02:17:08,Drobnera / Dubois,Drobnera / Dubois,1
58,136884704,57358,2022-02-10 02:01:10,2022-02-10 02:18:23,Traktatowa (przystanek kolejowy),Pilczycka / Kozanowska,18
59,136884795,651212,2022-02-10 02:16:12,2022-02-10 02:20:34,Żeromskiego / Kluczborska,Żeromskiego / Kluczborska,5
60,136884785,650689,2022-02-10 02:14:06,2022-02-10 02:23:34,Poza stacją,Kościuszki / Komuny Paryskiej / Zgodna,10
61,136884771,650553,2022-02-10 02:11:34,2022-02-10 02:24:25,Komandorska / Kamienna,Poza stacją,13
62,136884788,651151,2022-02-10 02:14:41,2022-02-10 02:27:50,Dworzec Główny ,al. Armii Krajowej / Bardzka,14
63,136884858,57274,2022-02-10 02:26:52,2022-02-10 02:34:47,Żmigrodzka / Marino,"Paprotna / Obornicka, zajezdnia MPK",8
64,136884808,650363,2022-02-10 02:17:40,2022-02-10 02:38:19,Bezpieczna / Obornicka,Waniliowa / Cynamonowa,21
65,136884891,57978,2022-02-10 02:33:00,2022-02-10 02:43:18,Wróblewskiego (Teki),Rondo Reagana,11
66,136884924,57567,2022-02-10 02:40:15,2022-02-10 02:45:50,Gliniana / Gajowa,Kościuszki / Komuny Paryskiej / Zgodna,6
67,136884979,57862,2022-02-10 02:54:56,2022-02-10 02:59:02,Plac Strzegomski / Poznańska,Legnicka / Zachodnia ,5
68,136884890,650379,2022-02-10 02:32:49,2022-02-10 03:08:14,Reymonta / Kleczkowska,Wita Stwosza / Szewska,36
69,136885031,650869,2022-02-10 03:09:54,2022-02-10 03:18:45,Rondo Reagana,Wróblewskiego (Teki),9
70,136884993,650361,2022-02-10 03:00:04,2022-02-10 03:20:53,Legnicka / Zachodnia ,Hermanowska / Kołobrzeska,21
71,136885076,57572,2022-02-10 03:23:24,2022-02-10 03:23:57,Bezpieczna / Obornicka,Bezpieczna / Obornicka,1
72,136885041,57328,2022-02-10 03:14:03,2022-02-10 03:25:23,Grabiszyńska / Aleja Hallera,Powstańców Śląskich/Orla,12
73,136885090,651346,2022-02-10 03:27:46,2022-02-10 03:31:21,Plac Legionów,Zaporoska / Grabiszyńska,4
74,136885058,650805,2022-02-10 03:19:03,2022-02-10 03:34:08,Zaporoska / Grabiszyńska,Racławicka / Rymarska,16
75,136885091,650292,2022-02-10 03:27:54,2022-02-10 03:34:13,Kamieńskiego / Jutrosińska,Bałtycka / Żmigrodzka,7
