,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,144624588,650395,2022-05-18 23:49:36,2022-05-19 00:00:14,Kościuszki / Pułaskiego,al. Armii Krajowej / Borowska,11
1,144624362,650074,2022-05-18 23:43:37,2022-05-19 00:00:16,Zaporoska / Gajowicka,Grabiszyńska / Stalowa,17
2,144624990,57252,2022-05-18 23:59:31,2022-05-19 00:00:41,Drobnera / Dubois,Drobnera / Dubois,2
3,144624601,57719,2022-05-18 23:49:48,2022-05-19 00:01:14,Dworzec Główny ,Plac Grunwaldzki / Polaka,12
4,144624428,57245,2022-05-18 23:45:19,2022-05-19 00:01:32,Hubska / Prudnicka,Buforowa - Vivaldiego,17
5,144624663,650268,2022-05-18 23:51:41,2022-05-19 00:01:41,"Dworzec Główny, południe",al. Armii Krajowej / Bardzka,10
6,144623282,650891,2022-05-18 23:20:11,2022-05-19 00:01:42,Rynek,Rynek,42
7,144624952,57884,2022-05-18 23:58:58,2022-05-19 00:01:46,Plac Jana Pawła II (Akademia Muzyczna),Plac Jana Pawła II (Akademia Muzyczna),3
8,144624628,650067,2022-05-18 23:50:29,2022-05-19 00:02:26,Kamienna / Tomaszowska,Tarnogajska / Klimasa,12
9,144625135,57961,2022-05-19 00:01:45,2022-05-19 00:02:31,Powstańców Śląskich (Arkady Wrocławskie),Powstańców Śląskich (Arkady Wrocławskie),1
10,144624325,651475,2022-05-18 23:42:41,2022-05-19 00:02:37,Drobnera / Plac Bema,Olszewskiego / Spółdzielcza,20
11,144624418,57393,2022-05-18 23:45:09,2022-05-19 00:02:57,Na Ostatnim Groszu,Legnicka / Młodych Techników,18
12,144624767,650193,2022-05-18 23:54:45,2022-05-19 00:03:41,Żmigrodzka / Broniewskiego,Berenta / Kasprowicza,9
13,144625222,651340,2022-05-19 00:03:11,2022-05-19 00:03:48,Rynek,Rynek,1
14,144624750,57619,2022-05-18 23:54:16,2022-05-19 00:03:53,Żmigrodzka / Broniewskiego,Berenta / Kasprowicza,10
15,144625166,650573,2022-05-19 00:02:13,2022-05-19 00:03:57,Szewska / Kazimierza Wielkiego ,Szewska / Kazimierza Wielkiego ,2
16,144624755,650668,2022-05-18 23:54:24,2022-05-19 00:04:49,Gazowa / Międzyleska,al. Armii Krajowej / Borowska,11
17,144624733,57910,2022-05-18 23:53:43,2022-05-19 00:05:20,Kazimierza Wielkiego (Helios),Zaporoska / Grabiszyńska,12
18,144624818,57337,2022-05-18 23:56:06,2022-05-19 00:05:20,Kazimierza Wielkiego (Helios),Zaporoska / Grabiszyńska,10
19,144624172,57004,2022-05-18 23:38:58,2022-05-19 00:05:36,Szewska / Kazimierza Wielkiego ,Racławicka / Rymarska,27
20,144625237,57961,2022-05-19 00:03:21,2022-05-19 00:05:44,Powstańców Śląskich (Arkady Wrocławskie),Powstańców Śląskich (Arkady Wrocławskie),3
21,144624790,651469,2022-05-18 23:55:17,2022-05-19 00:06:39,Stabłowicka / Główna ,Leśnica - pętla tramwajowa,12
22,144624869,651482,2022-05-18 23:57:19,2022-05-19 00:06:44,Świeradowska / Krynicka,Jagodzińska / Buforowa,10
