,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,135389592,57581,2021-12-31 23:51:49,2022-01-01 00:01:23,Komandorska / Sanocka,Fosa Miejska ,10
1,135389474,57405,2021-12-31 23:43:52,2022-01-01 00:02:17,Poza stacją,Poza stacją,19
2,135389674,57232,2021-12-31 23:57:23,2022-01-01 00:04:02,Dworzec Główny ,Hubska / Prudnicka,7
3,135389696,651540,2021-12-31 23:59:54,2022-01-01 00:06:46,Plac Legionów,Fosa Miejska ,7
4,135389694,650724,2021-12-31 23:59:39,2022-01-01 00:06:48,Plac Legionów,Fosa Miejska ,8
5,135389751,650311,2022-01-01 00:08:24,2022-01-01 00:08:57,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),1
6,135389599,651009,2021-12-31 23:52:10,2022-01-01 00:11:38,Komandorska / Sanocka,Rynek,20
7,135389603,57172,2021-12-31 23:52:21,2022-01-01 00:11:41,Komandorska / Sanocka,Rynek,20
8,135389590,650099,2021-12-31 23:51:27,2022-01-01 00:18:03,Poza stacją,Rynek,27
9,135389713,57174,2022-01-01 00:02:30,2022-01-01 00:18:34,"Paprotna / Obornicka, zajezdnia MPK",Waniliowa / Cynamonowa,17
10,135389806,650037,2022-01-01 00:12:35,2022-01-01 00:22:11,Na Ostatnim Groszu,Legnicka / Zachodnia ,10
11,135389992,57226,2022-01-01 00:26:26,2022-01-01 00:26:45,Nowowiejska / Jedności Narodowej,Nowowiejska / Jedności Narodowej,1
12,135389845,650729,2022-01-01 00:15:42,2022-01-01 00:28:22,Grabiszyńska / Stalowa,Plac Jana Pawła II (Akademia Muzyczna),13
13,135389925,57661,2022-01-01 00:23:01,2022-01-01 00:29:17,Gliniana / Gajowa,Gliniana / Gajowa,7
14,135389916,650847,2022-01-01 00:22:12,2022-01-01 00:30:06,Legnicka / Wejherowska,Kozanowska / Pilczycka,8
15,135389971,650072,2022-01-01 00:25:38,2022-01-01 00:32:31,Plac Strzegomski / Poznańska,Rynek,7
16,135389885,650041,2022-01-01 00:19:24,2022-01-01 00:33:10,Tarnogajska / Klimasa,"Dworzec Główny, południe",14
17,135390047,651063,2022-01-01 00:30:33,2022-01-01 00:33:35,Drobnera / Dubois,Poza stacją,4
18,135389883,650409,2022-01-01 00:19:07,2022-01-01 00:34:16,al. Armii Krajowej / Bardzka,Dworzec Główny ,16
19,135390061,651394,2022-01-01 00:31:49,2022-01-01 00:36:14,Kozanowska/Pałucka,Poza stacją,5
20,135311443,651156,2021-12-29 13:45:22,2022-01-01 00:38:47,Ślężna / Kamienna (Uniw. Ekonomiczny),Pereca / Grabiszyńska,3534
21,135389991,650523,2022-01-01 00:26:26,2022-01-01 00:40:56,"Paprotna / Obornicka, zajezdnia MPK",Waniliowa / Cynamonowa,15
22,135390058,57843,2022-01-01 00:31:25,2022-01-01 00:41:41,pl. Orląt Lwowskich,Śrubowa / Strzegomska,11
23,135390153,57633,2022-01-01 00:37:56,2022-01-01 00:42:21,Na Ostatnim Groszu,Legnicka / Wejherowska,5
24,135390207,57416,2022-01-01 00:40:42,2022-01-01 00:44:27,Poza stacją,Kamienna / Borowska (Aquapark),4
25,135390106,650409,2022-01-01 00:35:05,2022-01-01 00:44:33,Dworzec Główny ,Szewska / Kazimierza Wielkiego ,10
26,135390263,650367,2022-01-01 00:43:35,2022-01-01 00:45:00,Poza stacją,Żelazna / Pereca,2
27,135390235,650298,2022-01-01 00:42:03,2022-01-01 00:47:58,Kraszewskiego / Trzebnicka,Żmigrodzka / Broniewskiego,6
28,135390229,650515,2022-01-01 00:41:50,2022-01-01 00:48:02,Kraszewskiego / Trzebnicka,Żmigrodzka / Broniewskiego,7
29,135390027,650870,2022-01-01 00:29:36,2022-01-01 00:48:32,Berenta / Kasprowicza,Plac Staszica,19
30,135390135,57108,2022-01-01 00:36:58,2022-01-01 00:48:42,Powstańców Śląskich/Orla,Wałbrzyska - pętla tramwajowa,12
31,135389932,57948,2022-01-01 00:23:13,2022-01-01 00:48:44,Koszarowa / UWr,Plac Staszica,26
32,135390239,650650,2022-01-01 00:42:16,2022-01-01 00:49:21,Śrubowa / Strzegomska,Fabryczna / Wagonowa,8
33,135390193,651026,2022-01-01 00:39:40,2022-01-01 00:49:24,Fosa Miejska ,Zaporoska / Grabiszyńska,10
34,135390174,57581,2022-01-01 00:38:52,2022-01-01 00:49:26,Fosa Miejska ,Zaporoska / Grabiszyńska,11
35,135390333,58003,2022-01-01 00:48:30,2022-01-01 00:50:20,Powstańcow Śląskich / Aleja Hallera,Powstańcow Śląskich / Aleja Hallera,2
36,135390282,651308,2022-01-01 00:44:50,2022-01-01 00:51:11,Kamienna / Borowska (Aquapark),Poza stacją,7
37,135390022,650932,2022-01-01 00:29:11,2022-01-01 00:53:57,Zwycięska / Ołtaszyńska,Szewska / Kazimierza Wielkiego ,25
