,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,143830040,651193,2022-05-12 23:47:29,2022-05-13 00:00:02,Drobnera / Plac Bema,Legnicka / Młodych Techników,13
1,143830024,651045,2022-05-12 23:47:12,2022-05-13 00:00:12,al. Karkonoska / Jeździecka,Aleja Bielany,13
2,143830005,650620,2022-05-12 23:46:55,2022-05-13 00:00:23,al. Karkonoska / Jeździecka,Aleja Bielany,14
3,143830105,57742,2022-05-12 23:48:50,2022-05-13 00:00:24,Plac Grunwaldzki / Polaka,Traugutta / Pułaskiego,12
4,143830351,650938,2022-05-12 23:53:49,2022-05-13 00:00:36,Powstańcow Śląskich / Aleja Hallera,Krucza / Mielecka / Stalowa,7
5,143830626,57498,2022-05-12 23:59:37,2022-05-13 00:00:38,Drobnera / Dubois,Drobnera / Dubois,2
6,143830330,651118,2022-05-12 23:53:07,2022-05-13 00:00:41,Plac Uniwersytecki (UWr),Kurkowa / Dubois,8
7,143830574,650306,2022-05-12 23:58:15,2022-05-13 00:01:17,Poza stacją,Poza stacją,4
8,143830473,651455,2022-05-12 23:56:08,2022-05-13 00:01:21,Strzegomska / Estońska,Graniczna / Strzegomska,6
9,143830102,57374,2022-05-12 23:48:43,2022-05-13 00:01:29,Żeromskiego / Daszyńskiego,Drobnera / Plac Bema,13
10,143830112,57282,2022-05-12 23:48:57,2022-05-13 00:01:40,Żeromskiego / Daszyńskiego,Drobnera / Plac Bema,13
11,143830164,650622,2022-05-12 23:49:54,2022-05-13 00:02:11,al. Kochanowskiego / Kopernika,Drobnera / Plac Bema,13
12,143830196,650180,2022-05-12 23:50:29,2022-05-13 00:02:14,al. Kochanowskiego / Kopernika,Drobnera / Plac Bema,12
13,143828801,57476,2022-05-12 23:24:24,2022-05-13 00:02:51,Kazimierza Wielkiego (Helios),Poza stacją,39
14,143830731,651080,2022-05-13 00:02:20,2022-05-13 00:02:51,Hubska / Prudnicka,Hubska / Prudnicka,1
15,143830046,57399,2022-05-12 23:47:32,2022-05-13 00:02:56,Plac Grunwaldzki (DS Ołówek),Kościuszki / Komuny Paryskiej / Zgodna,16
16,143830127,57805,2022-05-12 23:49:11,2022-05-13 00:03:08,Plac Grunwaldzki (DS Ołówek),Kościuszki / Komuny Paryskiej / Zgodna,14
17,143830021,57031,2022-05-12 23:47:10,2022-05-13 00:03:09,.RELOKACYJNA,al. Armii Krajowej / Borowska,16
18,143830499,650984,2022-05-12 23:56:39,2022-05-13 00:03:33,Rynek,Wyszyńskiego / Szczytnicka,7
19,143830593,57521,2022-05-12 23:58:49,2022-05-13 00:04:07,Plac Dominikański (Galeria Dominikańska),Piaskowa / św. Ducha,6
20,143829960,57746,2022-05-12 23:45:43,2022-05-13 00:04:12,Krakowska / Leroy Merlin,Rondo Reagana,19
21,143830776,650455,2022-05-13 00:03:14,2022-05-13 00:04:19,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),2
22,143829686,57769,2022-05-12 23:40:30,2022-05-13 00:04:54,Poza stacją,Semaforowa,25
23,143830597,57413,2022-05-12 23:58:50,2022-05-13 00:05:11,Koszarowa / UWr,Aleja Kromera,7
24,143830634,57016,2022-05-12 23:59:46,2022-05-13 00:05:22,Szczęśliwa (Sky Tower),Krucza / Mielecka / Stalowa,6
25,143830319,57463,2022-05-12 23:52:57,2022-05-13 00:05:50,Ślężna / Aleja Wiśniowa,Skarbowców / Wietrzna,13
26,143830481,650260,2022-05-12 23:56:19,2022-05-13 00:06:08,Kurkowa / Dubois,Nowowiejska / Wyszyńskiego,10
27,143830254,650494,2022-05-12 23:51:40,2022-05-13 00:06:17,Powstańców Śląskich/Orla,Zwycięska / Ołtaszyńska,15
28,143830644,650820,2022-05-13 00:00:03,2022-05-13 00:06:21,Poza stacją,Borowska (Uniw. Szpital Kliniczny),7
29,143830440,650142,2022-05-12 23:55:29,2022-05-13 00:06:25,Plac Świętego Macieja / Trzebnicka,pl. Powstańców Wielkopolskich,11
30,143830315,650895,2022-05-12 23:52:52,2022-05-13 00:06:39,Kazimierza Wielkiego (Helios),Żmigrodzka / Broniewskiego,14
31,143830605,57832,2022-05-12 23:59:04,2022-05-13 00:06:45,Krzycka / Aleja Karkonoska (Park Południowy),Poza stacją,8
32,143830556,650823,2022-05-12 23:57:55,2022-05-13 00:07:21,Gliniana / Gajowa,al. Armii Krajowej / Borowska,10
33,143830601,57030,2022-05-12 23:58:55,2022-05-13 00:07:24,Gliniana / Gajowa,al. Armii Krajowej / Borowska,9
34,143830468,650902,2022-05-12 23:56:03,2022-05-13 00:07:31,Łukasiewicza / Smoluchowskiego (PWr),Traugutta / Pułaskiego,12
35,143830968,57001,2022-05-13 00:07:19,2022-05-13 00:07:46,Rynek,Rynek,1
36,143830934,57445,2022-05-13 00:06:34,2022-05-13 00:08:01,Rynek,Rynek,2
37,143829647,651553,2022-05-12 23:39:45,2022-05-13 00:08:34,Drobnera / Dubois,Świeradowska (Ferio Gaj ),29
38,143805981,650709,2022-05-12 19:49:34,2022-05-13 00:08:55,Kamieńskiego,Poza stacją,260
39,143830366,651313,2022-05-12 23:54:06,2022-05-13 00:09:01,Traugutta / Kościuszki,Poniatowskiego / Oleśnicka,15
40,143830998,651006,2022-05-13 00:07:58,2022-05-13 00:09:19,Żmigrodzka / Broniewskiego,Żmigrodzka / Broniewskiego,2
41,143830222,650602,2022-05-12 23:51:01,2022-05-13 00:09:46,Zwycięska / Ołtaszyńska,Buforowa - Vivaldiego,19
42,143830022,650988,2022-05-12 23:47:11,2022-05-13 00:09:50,Grabiszyńska / Stalowa,Szewska / Kazimierza Wielkiego ,23
43,143830419,651520,2022-05-12 23:55:10,2022-05-13 00:09:51,Ślężna / Kamienna (Uniw. Ekonomiczny),Plac Jana Pawła II (Akademia Muzyczna),15
44,143830749,651242,2022-05-13 00:02:42,2022-05-13 00:10:20,Poza stacją,Rondo Reagana,8
45,143829257,651165,2022-05-12 23:32:37,2022-05-13 00:10:49,Rynek,Jagodzińska / Buforowa,39
46,143830585,651543,2022-05-12 23:58:29,2022-05-13 00:11:10,Legnicka (Park Magnolia),Pilczycka / Kozanowska,13
47,143830703,650776,2022-05-13 00:01:38,2022-05-13 00:11:15,Partyzantów / Okrzei,Marca Polo (Olimpia Port),10
48,143830456,650188,2022-05-12 23:55:48,2022-05-13 00:11:35,Wyszyńskiego / Szczytnicka,Plac Jana Pawła II (Akademia Muzyczna),16
49,143830792,651500,2022-05-13 00:03:39,2022-05-13 00:12:30,Plac Dominikański (Galeria Dominikańska),Poza stacją,9
50,143831011,57614,2022-05-13 00:08:16,2022-05-13 00:12:45,Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Młodych Techników,5
51,143830466,651153,2022-05-12 23:55:58,2022-05-13 00:12:59,Strzegomska / Rogowska ,Tyrmanda / Mińska,18
52,143830727,57632,2022-05-13 00:02:18,2022-05-13 00:13:05,Wita Stwosza / Szewska,Rynek,11
53,143822637,651031,2022-05-12 21:59:36,2022-05-13 00:13:06,Na Grobli (PWr - Geocentrum),Na Grobli (PWr - Geocentrum),134
54,143831209,57445,2022-05-13 00:12:49,2022-05-13 00:13:16,Rynek,Rynek,1
55,143830819,650498,2022-05-13 00:04:06,2022-05-13 00:13:22,Ślężna / Kamienna (Uniw. Ekonomiczny),Żelazna / Pereca,10
56,143830868,57135,2022-05-13 00:05:19,2022-05-13 00:14:05,Plac Grunwaldzki (DS Ołówek),Żeromskiego / Daszyńskiego,9
57,143830747,650796,2022-05-13 00:02:41,2022-05-13 00:14:12,Poza stacją,Szczęśliwa (Sky Tower),12
58,143831245,57642,2022-05-13 00:13:36,2022-05-13 00:14:22,Wałbrzyska - pętla tramwajowa,Wałbrzyska - pętla tramwajowa,1
59,143829736,57579,2022-05-12 23:41:27,2022-05-13 00:14:33,Skarbowców / Wietrzna,Skarbowców / Wietrzna,34
60,143830316,651334,2022-05-12 23:52:54,2022-05-13 00:14:41,Skarbowców / Wietrzna,Skarbowców / Wietrzna,22
61,143829705,57079,2022-05-12 23:40:48,2022-05-13 00:14:50,Skarbowców / Wietrzna,Skarbowców / Wietrzna,35
62,143830598,57991,2022-05-12 23:58:50,2022-05-13 00:14:51,Świdnicka / Piłsudskiego (Hotel Scandic),Hubska / Prudnicka,17
63,143830892,650409,2022-05-13 00:05:47,2022-05-13 00:14:52,Fosa Miejska ,Plac Strzegomski / Poznańska,10
64,143830863,650355,2022-05-13 00:05:15,2022-05-13 00:14:57,Plac Grunwaldzki (DS Ołówek),Poniatowskiego / Oleśnicka,10
65,143831127,650924,2022-05-13 00:10:49,2022-05-13 00:14:58,Gazowa / Międzyleska,Karwińska / Opolska,5
66,143830818,650995,2022-05-13 00:04:04,2022-05-13 00:16:09,Ślężna / Kamienna (Uniw. Ekonomiczny),Kościuszki / Komuny Paryskiej / Zgodna,13
67,143830501,57774,2022-05-12 23:56:43,2022-05-13 00:16:23,Plac Powstańców Śląskich,Zaporoska / Grabiszyńska,20
68,143830963,651191,2022-05-13 00:07:09,2022-05-13 00:17:29,Szczęśliwa (Sky Tower),Wita Stwosza / Szewska,11
69,143831073,650871,2022-05-13 00:09:38,2022-05-13 00:17:44,"Olszewskiego, pętla tramwajowa",Marca Polo (Olimpia Port),9
70,143831049,57874,2022-05-13 00:09:05,2022-05-13 00:17:58,Kamienna / Tomaszowska,Świeradowska (Ferio Gaj ),9
71,143831108,57586,2022-05-13 00:10:24,2022-05-13 00:18:09,Sienkiewicza / Piastowska,Jedności Narodowej / Wyszyńskiego,8
72,143831293,57661,2022-05-13 00:14:45,2022-05-13 00:18:15,Wałbrzyska - pętla tramwajowa,Wałbrzyska - pętla tramwajowa,4
73,143831310,651296,2022-05-13 00:15:12,2022-05-13 00:18:45,Wałbrzyska - pętla tramwajowa,Wałbrzyska - pętla tramwajowa,4
74,143831375,650453,2022-05-13 00:17:01,2022-05-13 00:18:45,Janiszewskiego (PWr),Janiszewskiego (PWr),2
75,143830710,57718,2022-05-13 00:01:52,2022-05-13 00:18:56,Drobnera / Dubois,Otyńska,18
76,143831200,650612,2022-05-13 00:12:36,2022-05-13 00:19:02,Szczęśliwa (Sky Tower),Krucza / Mielecka / Stalowa,7
77,143830713,651164,2022-05-13 00:01:54,2022-05-13 00:19:23,Drobnera / Dubois,Legnicka / Wejherowska,18
78,143830707,650145,2022-05-13 00:01:47,2022-05-13 00:19:26,Drobnera / Dubois,Legnicka / Wejherowska,18
79,143830984,650361,2022-05-13 00:07:36,2022-05-13 00:19:40,Rynek,Plac Uniwersytecki (UWr),13
80,143831380,57006,2022-05-13 00:17:18,2022-05-13 00:19:40,Poza stacją,"Grochowa / Jemiołowa,",3
81,143830736,651344,2022-05-13 00:02:25,2022-05-13 00:19:53,Drobnera / Dubois,Legnicka / Wejherowska,18
82,143830624,650477,2022-05-12 23:59:37,2022-05-13 00:20:09,Solskiego / al. Piastów,Grabiszyńska / Stalowa,21
83,143831450,650220,2022-05-13 00:19:05,2022-05-13 00:20:13,Fosa Miejska ,Fosa Miejska ,2
84,143831045,57408,2022-05-13 00:09:02,2022-05-13 00:20:20,Aleja Kromera,Kamieńskiego / Jutrosińska,12
85,143830436,650557,2022-05-12 23:55:24,2022-05-13 00:20:23,Łukasiewicza / Smoluchowskiego (PWr),Dworzec Główny ,25
86,143831367,650022,2022-05-13 00:16:50,2022-05-13 00:20:24,Promenady Wrocławskie,pl. Powstańców Wielkopolskich,4
87,143830399,57112,2022-05-12 23:54:46,2022-05-13 00:20:29,Łukasiewicza / Smoluchowskiego (PWr),Dworzec Główny ,26
88,143831191,650622,2022-05-13 00:12:26,2022-05-13 00:20:40,Drobnera / Plac Bema,Nowowiejska / Górnickiego,9
89,143830849,57476,2022-05-13 00:04:52,2022-05-13 00:20:46,Poza stacją,Grabiszyńska / Stalowa,16
90,143831194,650180,2022-05-13 00:12:29,2022-05-13 00:20:46,Drobnera / Plac Bema,Nowowiejska / Górnickiego,9
91,143830893,650236,2022-05-13 00:05:48,2022-05-13 00:20:57,Łukasiewicza / Smoluchowskiego (PWr),Nowowiejska / Wyszyńskiego,16
92,143831050,57694,2022-05-13 00:09:06,2022-05-13 00:21:40,Wróblewskiego (Teki),Mickiewicza / pętla tramwajowa,13
93,143831504,650273,2022-05-13 00:20:23,2022-05-13 00:21:52,Drobnera / Plac Bema,Drobnera / Plac Bema,2
94,143831062,651032,2022-05-13 00:09:16,2022-05-13 00:21:59,Wyszyńskiego / Szczytnicka,Wróblewskiego (Teki),13
95,143831077,650984,2022-05-13 00:09:42,2022-05-13 00:22:00,Wyszyńskiego / Szczytnicka,Wróblewskiego (Teki),13
96,143831521,650324,2022-05-13 00:20:48,2022-05-13 00:23:05,Sienkiewicza / Piastowska,Nowowiejska / Górnickiego,3
97,143830498,57974,2022-05-12 23:56:38,2022-05-13 00:23:11,Plac Powstańców Śląskich,Jagodzińska / Buforowa,27
98,143830723,650106,2022-05-13 00:02:14,2022-05-13 00:23:16,Hubska / Prudnicka,Przyjaźni / Karkonoska,22
