,UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
0,135475932,651297,2022-01-03 23:43:23,2022-01-04 00:00:16,Plac Grunwaldzki (DS Ołówek),Kurkowa / Dubois,17
1,135475956,651275,2022-01-03 23:46:17,2022-01-04 00:00:18,"Dworzec Główny, południe",Wyszyńskiego / Szczytnicka,15
2,135475964,650312,2022-01-03 23:47:16,2022-01-04 00:01:17,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),15
3,135475535,650493,2022-01-03 23:04:50,2022-01-04 00:01:22,Legnicka / Młodych Techników,Legnicka / Młodych Techników,57
4,135475938,650530,2022-01-03 23:43:59,2022-01-04 00:03:44,Śrubowa / Strzegomska,Rogowska/Sukielicka,20
5,135475945,651232,2022-01-03 23:45:08,2022-01-04 00:04:04,Plac Staszica,Popowice,19
6,135475990,57789,2022-01-03 23:49:52,2022-01-04 00:04:19,Janiszewskiego (PWr),Drobnera / Dubois,15
7,135476089,650087,2022-01-04 00:00:22,2022-01-04 00:05:06,Zaporoska / Gajowicka,Szczęśliwa (Sky Tower),5
8,135476070,650629,2022-01-03 23:57:47,2022-01-04 00:05:40,Szczęśliwa (Sky Tower),Grabiszyńska / Stalowa,8
9,135476067,651265,2022-01-03 23:57:31,2022-01-04 00:05:48,Szczęśliwa (Sky Tower),Grabiszyńska / Stalowa,9
10,135475982,650406,2022-01-03 23:49:21,2022-01-04 00:07:47,Plac Dominikański (Galeria Dominikańska),Grabiszyńska / Magazynierska (Corte Verona),19
11,135476092,57416,2022-01-04 00:00:47,2022-01-04 00:09:54,Dyrekcyjna / Borowska (Wroclavia),Hubska / Prudnicka,10
12,135475646,57821,2022-01-03 23:14:38,2022-01-04 00:10:37,Hallera / Odkrywców,Powstańcow Śląskich / Aleja Hallera,56
13,135476147,57960,2022-01-04 00:06:32,2022-01-04 00:13:57,Piłsudskiego 13 od Jump Hall,Pereca / Grabiszyńska,8
14,135476197,57202,2022-01-04 00:12:11,2022-01-04 00:15:48,Zachodnia / Poznańska,Legnicka / Zachodnia ,4
15,135476174,57358,2022-01-04 00:09:39,2022-01-04 00:15:53,Plac Staszica,Promenady Wrocławskie,7
16,135476104,650312,2022-01-04 00:01:56,2022-01-04 00:18:03,Plac Dominikański (Galeria Dominikańska),Kościuszki / Komuny Paryskiej / Zgodna,17
